lg	contig	position	cM
8	Chr_08	20288014	54.205
8	Chr_08	20089083	54.205
8	Chr_08	20243496	54.205
8	Chr_08	20199960	54.205
8	Chr_08	20217638	54.205
8	Chr_08	20209424	54.205
8	Chr_08	20801648	55.381
8	Chr_08	20764611	55.381
8	Chr_08	20764938	55.381
8	Chr_08	20771419	55.381
8	Chr_08	20802247	55.381
8	Chr_08	20769343	55.381
8	Chr_08	20765128	55.381
8	Chr_08	20767820	55.381
8	Chr_08	20791612	55.381
8	Chr_08	20802051	55.381
8	Chr_08	20784941	55.381
8	Chr_08	20607375	55.381
8	Chr_08	20696515	55.381
8	Chr_08	20557077	55.381
8	Chr_08	20492561	55.381
8	Chr_08	20602784	55.381
8	Chr_08	20682367	55.381
8	Chr_08	20720443	55.381
8	Chr_08	20562021	55.381
8	Chr_08	20575554	55.381
8	Chr_08	20537186	55.381
8	Chr_08	20680940	55.381
8	Chr_08	20607211	55.381
8	Chr_08	20575162	55.381
8	Chr_08	20618124	55.381
8	Chr_08	20418202	55.381
8	Chr_08	20374498	55.381
8	Chr_08	20408777	55.381
8	Chr_08	20408310	55.381
8	Chr_08	20373636	55.381
8	Chr_08	20360143	55.381
8	Chr_08	20408117	55.381
8	Chr_08	20374944	55.381
8	Chr_08	20364337	55.381
8	Chr_08	20388676	55.381
8	Chr_08	20424734	55.381
8	Chr_08	20387990	55.381
8	Chr_08	20408489	55.381
8	Chr_08	20424517	55.381
8	Chr_08	20357187	55.381
8	Chr_08	20307892	55.381
8	Chr_08	20301229	55.381
8	Chr_08	20308081	55.381
8	Chr_08	20302491	55.381
8	Chr_08	20359767	55.381
8	Chr_08	20302758	55.381
8	Chr_08	20264923	55.381
8	Chr_08	20279973	55.381
8	Chr_08	20262378	55.381
8	Chr_08	20270345	55.381
8	Chr_08	21075845	56.558
8	Chr_08	20908777	56.558
8	Chr_08	20867352	56.558
8	Chr_08	20928556	56.558
8	Chr_08	20920009	56.558
8	Chr_08	20920264	56.558
8	Chr_08	20882230	56.558
8	Chr_08	21476089	57.734
8	Chr_08	21521125	58.911
8	Chr_08	21580853	58.911
8	Chr_08	21571087	58.911
8	Chr_08	21572804	58.911
8	Chr_08	21574173	58.911
8	Chr_08	21553437	58.911
8	Chr_08	21582325	58.911
8	Chr_08	21152413	58.911
8	Chr_08	21289615	58.911
8	Chr_08	21325642	58.911
8	Chr_08	22092494	60.087
8	Chr_08	21894549	60.087
8	Chr_08	21894842	60.087
8	Chr_08	21902288	60.087
8	Chr_08	22544056	61.264
8	Chr_08	22747505	61.264
8	Chr_08	22692803	61.264
8	Chr_08	23331482	62.441
8	Chr_08	23302996	62.441
8	Chr_08	26094865	64.822
8	Chr_08	26672975	64.822
8	Chr_08	26684922	64.822
8	Chr_08	26924912	64.822
8	Chr_08	26831257	64.822
8	Chr_08	26293634	64.822
8	Chr_08	26786268	64.822
8	Chr_08	26896897	64.822
8	Chr_08	26648784	64.822
8	Chr_08	26566931	64.822
8	Chr_08	26836462	64.822
8	Chr_08	26108969	64.822
8	Chr_08	26384991	64.822
8	Chr_08	26003036	64.822
8	Chr_08	25332852	64.822
8	Chr_08	25644565	64.822
8	Chr_08	25597402	64.822
8	Chr_08	24923019	64.822
8	Chr_08	25941914	64.822
8	Chr_08	26363309	64.822
8	Chr_08	25595961	64.822
8	Chr_08	25590573	64.822
8	Chr_08	25608706	64.822
8	Chr_08	25329344	64.822
8	Chr_08	24259341	64.822
8	Chr_08	24210142	64.822
8	Chr_08	24241435	64.822
8	Chr_08	23852872	64.822
8	Chr_08	23367466	64.822
8	Chr_08	25817925	65.998
8	Chr_08	26505046	65.998
8	Chr_08	26000019	65.998
8	Chr_08	26900200	65.998
8	Chr_08	26513850	65.998
8	Chr_08	26003285	67.175
8	Chr_08	26897640	67.175
9	Chr_09	249383	0
9	Chr_09	652014	1.176
9	Chr_09	637471	1.176
9	Chr_09	576095	1.176
9	Chr_09	622371	1.176
9	Chr_09	637249	1.176
9	Chr_09	543134	1.176
9	Chr_09	549312	1.176
9	Chr_09	346494	1.176
9	Chr_09	358557	1.176
9	Chr_09	354007	1.176
9	Chr_09	400714	1.176
9	Chr_09	358099	1.176
9	Chr_09	471968	1.176
9	Chr_09	423010	1.176
9	Chr_09	347949	1.176
9	Chr_09	405675	1.176
9	Chr_09	400502	1.176
9	Chr_09	358403	1.176
9	Chr_09	303578	1.176
9	Chr_09	318048	1.176
9	Chr_09	302412	1.176
9	Chr_09	318393	1.176
9	Chr_09	311083	1.176
9	Chr_09	310784	1.176
9	Chr_09	303212	1.176
9	Chr_09	298046	1.176
9	Chr_09	39134	1.176
9	Chr_09	41970	1.176
9	Chr_09	88390	1.176
9	Chr_09	113124	1.176
9	Chr_09	161113	1.176
9	Chr_09	74540	1.176
9	Chr_09	74149	1.176
9	Chr_09	59374	1.176
9	Chr_09	84830	1.176
9	Chr_09	59525	1.176
9	Chr_09	41808	1.176
9	Chr_09	58550	1.176
9	Chr_09	183504	1.176
9	Chr_09	179686	1.176
9	Chr_09	60798	1.176
9	Chr_09	84995	1.176
9	Chr_09	109726	1.176
9	Chr_09	75174	1.176
9	Chr_09	251904	1.176
9	Chr_09	58056	1.176
9	Chr_09	75600	1.176
9	Chr_09	84655	1.176
9	Chr_09	893733	2.353
9	Chr_09	874000	2.353
9	Chr_09	1133328	2.353
9	Chr_09	893888	2.353
9	Chr_09	894645	2.353
9	Chr_09	805457	2.353
9	Chr_09	805217	2.353
9	Chr_09	799446	2.353
9	Chr_09	687697	2.353
9	Chr_09	669622	2.353
9	Chr_09	684073	2.353
9	Chr_09	765392	2.353
9	Chr_09	687532	2.353
9	Chr_09	956960	3.529
9	Chr_09	967509	3.529
9	Chr_09	900291	3.529
9	Chr_09	967748	3.529
9	Chr_09	967227	3.529
9	Chr_09	930285	3.529
9	Chr_09	956772	3.529
9	Chr_09	900451	3.529
9	Chr_09	984736	3.529
9	Chr_09	978566	3.529
9	Chr_09	984371	3.529
9	Chr_09	983980	3.529
9	Chr_09	1490979	4.706
9	Chr_09	1615855	4.706
9	Chr_09	1530179	4.706
9	Chr_09	1503236	4.706
9	Chr_09	1530701	4.706
9	Chr_09	1528162	4.706
9	Chr_09	1566948	4.706
9	Chr_09	1513691	4.706
9	Chr_09	1553998	4.706
9	Chr_09	1517177	4.706
9	Chr_09	1498688	4.706
9	Chr_09	1492033	4.706
9	Chr_09	1491177	4.706
9	Chr_09	1563044	4.706
9	Chr_09	1616026	4.706
9	Chr_09	1527991	4.706
9	Chr_09	1491844	4.706
9	Chr_09	1517888	4.706
9	Chr_09	1617894	4.706
9	Chr_09	1490659	4.706
9	Chr_09	1448435	4.706
9	Chr_09	1448026	4.706
9	Chr_09	1447864	4.706
9	Chr_09	1452395	4.706
9	Chr_09	1320374	4.706
9	Chr_09	1248781	4.706
9	Chr_09	1317075	4.706
9	Chr_09	1246616	4.706
9	Chr_09	1320037	4.706
9	Chr_09	1321127	4.706
9	Chr_09	1320614	4.706
9	Chr_09	1234906	4.706
9	Chr_09	1246436	4.706
9	Chr_09	1235062	4.706
9	Chr_09	1235239	4.706
9	Chr_09	1163465	4.706
9	Chr_09	1179894	4.706
9	Chr_09	1133169	4.706
9	Chr_09	1229459	4.706
9	Chr_09	1164684	4.706
9	Chr_09	1192869	4.706
9	Chr_09	1165532	4.706
9	Chr_09	1164307	4.706
9	Chr_09	1157183	4.706
9	Chr_09	1088678	4.706
9	Chr_09	1123125	4.706
9	Chr_09	1132977	4.706
9	Chr_09	1110434	4.706
9	Chr_09	1163683	4.706
9	Chr_09	1179739	4.706
9	Chr_09	1158500	4.706
9	Chr_09	1554203	5.882
9	Chr_09	1743989	5.882
9	Chr_09	1742591	5.882
9	Chr_09	1743689	5.882
9	Chr_09	1743503	5.882
9	Chr_09	1742870	5.882
9	Chr_09	1765311	7.059
9	Chr_09	1768690	7.059
9	Chr_09	1845696	7.059
9	Chr_09	1765663	7.059
9	Chr_09	1764021	7.059
9	Chr_09	1809292	7.059
9	Chr_09	1764491	7.059
9	Chr_09	1765031	7.059
9	Chr_09	1845499	7.059
9	Chr_09	1763779	7.059
9	Chr_09	1811516	7.059
9	Chr_09	1767254	7.059
9	Chr_09	1767407	7.059
9	Chr_09	1811232	7.059
9	Chr_09	1765868	7.059
9	Chr_09	1777750	7.059
9	Chr_09	2398658	8.235
9	Chr_09	2272256	8.235
9	Chr_09	2312374	8.235
9	Chr_09	2286244	8.235
9	Chr_09	2280315	8.235
9	Chr_09	2252662	8.235
9	Chr_09	2252815	8.235
9	Chr_09	2120469	8.235
9	Chr_09	2007665	8.235
9	Chr_09	1977261	8.235
9	Chr_09	1974639	8.235
9	Chr_09	1956674	8.235
9	Chr_09	1958718	8.235
9	Chr_09	1957174	8.235
9	Chr_09	1886300	8.235
9	Chr_09	1956114	8.235
9	Chr_09	1956983	8.235
9	Chr_09	1886064	8.235
9	Chr_09	20181345	9.412
9	Chr_09	20093596	9.412
9	Chr_09	20127853	9.412
9	Chr_09	20120532	9.412
9	Chr_09	20120734	9.412
9	Chr_09	5683803	9.412
9	Chr_09	17457389	9.412
9	Chr_09	19888157	9.412
9	Chr_09	18284519	9.412
9	Chr_09	17456525	9.412
9	Chr_09	17457845	9.412
9	Chr_09	19490559	9.412
9	Chr_09	19887579	9.412
9	Chr_09	5683978	9.412
9	Chr_09	19577428	9.412
9	Chr_09	4858011	9.412
9	Chr_09	4540027	9.412
9	Chr_09	5447074	9.412
9	Chr_09	4276890	9.412
9	Chr_09	20120897	9.412
9	Chr_09	19979323	9.412
9	Chr_09	5944666	9.412
9	Chr_09	16387770	9.412
9	Chr_09	19549490	9.412
9	Chr_09	17415574	9.412
9	Chr_09	18691132	9.412
9	Chr_09	4732874	9.412
9	Chr_09	19289461	9.412
9	Chr_09	19556008	9.412
9	Chr_09	4275059	9.412
9	Chr_09	17417586	9.412
9	Chr_09	3090471	9.412
9	Chr_09	19549146	9.412
9	Chr_09	18068149	9.412
9	Chr_09	16853702	9.412
9	Chr_09	4540259	9.412
9	Chr_09	4855342	9.412
9	Chr_09	4276468	9.412
9	Chr_09	3185268	9.412
9	Chr_09	19978974	9.412
9	Chr_09	19983985	9.412
9	Chr_09	5915133	9.412
9	Chr_09	4538869	9.412
9	Chr_09	18853094	9.412
9	Chr_09	19555709	9.412
9	Chr_09	18067991	9.412
9	Chr_09	4270743	9.412
9	Chr_09	19982173	9.412
9	Chr_09	4250816	9.412
9	Chr_09	18699445	9.412
9	Chr_09	17458691	9.412
9	Chr_09	17393233	9.412
9	Chr_09	17761995	9.412
9	Chr_09	18691589	9.412
9	Chr_09	4927183	9.412
9	Chr_09	19577021	9.412
9	Chr_09	19888307	9.412
9	Chr_09	18735190	9.412
9	Chr_09	17616421	9.412
9	Chr_09	19983080	9.412
9	Chr_09	4848171	9.412
9	Chr_09	19556799	9.412
9	Chr_09	18285485	9.412
9	Chr_09	18155193	9.412
9	Chr_09	4274549	9.412
9	Chr_09	5683188	9.412
9	Chr_09	3184806	9.412
9	Chr_09	4452468	9.412
9	Chr_09	5006314	9.412
9	Chr_09	19075631	9.412
9	Chr_09	19075795	9.412
9	Chr_09	17762163	9.412
9	Chr_09	4855531	9.412
9	Chr_09	5929096	9.412
9	Chr_09	19557225	9.412
9	Chr_09	17809929	9.412
9	Chr_09	17674170	9.412
9	Chr_09	16390899	9.412
9	Chr_09	3480537	9.412
9	Chr_09	19477953	9.412
9	Chr_09	18830523	9.412
9	Chr_09	5934117	9.412
9	Chr_09	3985063	9.412
9	Chr_09	19261151	9.412
9	Chr_09	18697374	9.412
9	Chr_09	5928677	9.412
9	Chr_09	18838429	9.412
9	Chr_09	19548787	9.412
9	Chr_09	4276244	9.412
9	Chr_09	18759116	9.412
9	Chr_09	5442803	9.412
9	Chr_09	17761809	9.412
9	Chr_09	18389438	9.412
9	Chr_09	4274874	9.412
9	Chr_09	16315969	9.412
9	Chr_09	16390747	9.412
9	Chr_09	4251111	9.412
9	Chr_09	17457221	9.412
9	Chr_09	19908822	9.412
9	Chr_09	7059598	9.412
9	Chr_09	18853263	9.412
9	Chr_09	5443820	9.412
9	Chr_09	18282449	9.412
9	Chr_09	18077372	9.412
9	Chr_09	4926325	9.412
9	Chr_09	3984610	9.412
9	Chr_09	19557448	9.412
9	Chr_09	7059748	9.412
9	Chr_09	18697062	9.412
9	Chr_09	19471812	9.412
9	Chr_09	4271583	9.412
9	Chr_09	5683431	9.412
9	Chr_09	5934642	9.412
9	Chr_09	3484157	9.412
9	Chr_09	17458007	9.412
9	Chr_09	3634803	9.412
9	Chr_09	19983420	9.412
9	Chr_09	5946497	9.412
9	Chr_09	18693437	9.412
9	Chr_09	18077776	9.412
9	Chr_09	18693146	9.412
9	Chr_09	18691329	9.412
9	Chr_09	5686635	9.412
9	Chr_09	18077104	9.412
9	Chr_09	3634624	9.412
9	Chr_09	18173001	9.412
9	Chr_09	19577205	9.412
9	Chr_09	19736110	9.412
9	Chr_09	19909135	9.412
9	Chr_09	5914946	9.412
9	Chr_09	3483824	9.412
9	Chr_09	5929328	9.412
9	Chr_09	4927516	9.412
9	Chr_09	18443718	9.412
9	Chr_09	5928932	9.412
9	Chr_09	17801892	9.412
9	Chr_09	19261372	9.412
9	Chr_09	19492694	9.412
9	Chr_09	19074738	9.412
9	Chr_09	3536225	9.412
9	Chr_09	19467480	9.412
9	Chr_09	5443173	9.412
9	Chr_09	4229266	9.412
9	Chr_09	19549329	9.412
9	Chr_09	18262127	9.412
9	Chr_09	19212523	9.412
9	Chr_09	3620604	9.412
9	Chr_09	17417051	9.412
9	Chr_09	18077986	9.412
9	Chr_09	18830213	9.412
9	Chr_09	3439226	9.412
9	Chr_09	18173483	9.412
9	Chr_09	4926156	9.412
9	Chr_09	4250544	9.412
9	Chr_09	4847788	9.412
9	Chr_09	2790011	9.412
9	Chr_09	2626310	9.412
9	Chr_09	2648861	9.412
9	Chr_09	2612314	9.412
9	Chr_09	19997746	9.412
9	Chr_09	2652431	9.412
9	Chr_09	2648711	9.412
9	Chr_09	2650611	9.412
9	Chr_09	2625835	9.412
9	Chr_09	2650252	9.412
9	Chr_09	18246536	9.412
9	Chr_09	2770005	9.412
9	Chr_09	3090288	9.412
9	Chr_09	2776046	9.412
9	Chr_09	2770171	9.412
9	Chr_09	2286079	9.412
9	Chr_09	2474108	9.412
9	Chr_09	2404922	9.412
9	Chr_09	2547056	9.412
9	Chr_09	2484243	9.412
9	Chr_09	2491282	9.412
9	Chr_09	2483006	9.412
9	Chr_09	2422503	9.412
9	Chr_09	2495371	9.412
9	Chr_09	2402092	9.412
9	Chr_09	2485579	9.412
9	Chr_09	2413529	9.412
9	Chr_09	2413156	9.412
9	Chr_09	2484411	9.412
9	Chr_09	2404493	9.412
9	Chr_09	2480730	9.412
9	Chr_09	2517292	9.412
9	Chr_09	2495214	9.412
9	Chr_09	20814611	10.589
9	Chr_09	20791391	10.589
9	Chr_09	20815146	10.589
9	Chr_09	20713329	10.589
9	Chr_09	20713031	10.589
9	Chr_09	20713536	10.589
9	Chr_09	20696653	10.589
9	Chr_09	20696338	10.589
9	Chr_09	20663177	10.589
9	Chr_09	20698835	10.589
9	Chr_09	20645263	10.589
9	Chr_09	20586159	10.589
9	Chr_09	20592471	10.589
9	Chr_09	20592821	10.589
9	Chr_09	20646502	10.589
9	Chr_09	20552376	10.589
9	Chr_09	20592632	10.589
9	Chr_09	20631651	10.589
9	Chr_09	20630208	10.589
9	Chr_09	20459878	10.589
9	Chr_09	20387542	10.589
9	Chr_09	20387725	10.589
9	Chr_09	20337274	10.589
9	Chr_09	20322906	10.589
9	Chr_09	20322410	10.589
9	Chr_09	20302686	10.589
9	Chr_09	20300774	10.589
9	Chr_09	20300600	10.589
9	Chr_09	20329729	10.589
9	Chr_09	20276492	10.589
9	Chr_09	20196321	10.589
9	Chr_09	20198513	10.589
9	Chr_09	20277077	10.589
9	Chr_09	20212100	10.589
9	Chr_09	20251707	10.589
9	Chr_09	20277245	10.589
9	Chr_09	20265860	10.589
9	Chr_09	20821587	12.97
9	Chr_09	20758032	12.97
9	Chr_09	20879675	14.146
9	Chr_09	20829797	14.146
9	Chr_09	20911417	14.146
9	Chr_09	20832092	14.146
9	Chr_09	20918241	14.146
9	Chr_09	20885860	14.146
9	Chr_09	20939220	14.146
9	Chr_09	20829475	14.146
9	Chr_09	20846139	15.323
9	Chr_09	20878019	15.323
9	Chr_09	20938828	15.323
9	Chr_09	20879982	15.323
9	Chr_09	20885641	15.323
9	Chr_09	20940273	15.323
9	Chr_09	20843484	15.323
9	Chr_09	20872350	15.323
9	Chr_09	20940964	15.323
9	Chr_09	20872514	15.323
9	Chr_09	20927059	15.323
9	Chr_09	20872022	15.323
9	Chr_09	20918767	15.323
9	Chr_09	21054547	16.5
9	Chr_09	20984297	16.5
9	Chr_09	20953951	16.5
9	Chr_09	21039934	16.5
9	Chr_09	21054703	16.5
9	Chr_09	21359415	17.676
9	Chr_09	21338408	17.676
9	Chr_09	21300670	17.676
9	Chr_09	21319186	17.676
9	Chr_09	21320474	17.676
9	Chr_09	21318491	17.676
9	Chr_09	21213014	17.676
9	Chr_09	21204683	17.676
9	Chr_09	21243245	17.676
9	Chr_09	21213504	17.676
9	Chr_09	21201121	17.676
9	Chr_09	21240466	17.676
9	Chr_09	21204499	17.676
9	Chr_09	21195700	17.676
9	Chr_09	21068875	17.676
9	Chr_09	21059758	17.676
9	Chr_09	21080920	17.676
9	Chr_09	21422563	20.057
9	Chr_09	23299569	21.234
9	Chr_09	23228801	21.234
9	Chr_09	23264071	21.234
9	Chr_09	23234106	21.234
9	Chr_09	23331296	21.234
9	Chr_09	23233918	21.234
9	Chr_09	23308658	21.234
9	Chr_09	23176933	21.234
9	Chr_09	23171097	21.234
9	Chr_09	23171441	21.234
9	Chr_09	23301885	21.234
9	Chr_09	23227790	21.234
9	Chr_09	23268561	21.234
9	Chr_09	23309315	21.234
9	Chr_09	23347652	21.234
9	Chr_09	23233611	21.234
9	Chr_09	23302333	21.234
9	Chr_09	23096456	21.234
9	Chr_09	23133567	21.234
9	Chr_09	23095839	21.234
9	Chr_09	22373633	21.234
9	Chr_09	23164088	21.234
9	Chr_09	23112098	21.234
9	Chr_09	23142080	21.234
9	Chr_09	22831680	21.234
9	Chr_09	23125000	21.234
9	Chr_09	23125220	21.234
9	Chr_09	22831831	21.234
9	Chr_09	22336333	21.234
9	Chr_09	22268371	21.234
9	Chr_09	23081231	21.234
9	Chr_09	23136341	21.234
9	Chr_09	23124769	21.234
9	Chr_09	23108742	21.234
9	Chr_09	22975942	21.234
9	Chr_09	22430725	21.234
9	Chr_09	22159837	21.234
9	Chr_09	22158881	21.234
9	Chr_09	22405636	21.234
9	Chr_09	22972082	21.234
9	Chr_09	22930870	21.234
9	Chr_09	23060906	21.234
9	Chr_09	22493813	21.234
9	Chr_09	22609892	21.234
9	Chr_09	22995349	21.234
9	Chr_09	22286082	21.234
9	Chr_09	23039453	21.234
9	Chr_09	22152263	21.234
9	Chr_09	22344475	21.234
9	Chr_09	22382260	21.234
9	Chr_09	22256646	21.234
9	Chr_09	22894145	21.234
9	Chr_09	22344874	21.234
9	Chr_09	22429546	21.234
9	Chr_09	22199640	21.234
9	Chr_09	22610209	21.234
9	Chr_09	22732759	21.234
9	Chr_09	22256197	21.234
9	Chr_09	22826702	21.234
9	Chr_09	22894302	21.234
9	Chr_09	22475922	21.234
9	Chr_09	22269884	21.234
9	Chr_09	22382091	21.234
9	Chr_09	22494095	21.234
9	Chr_09	22986208	21.234
9	Chr_09	22257413	21.234
9	Chr_09	22667401	21.234
9	Chr_09	22626303	21.234
9	Chr_09	22689732	21.234
9	Chr_09	22599453	21.234
9	Chr_09	22285794	21.234
9	Chr_09	22344318	21.234
9	Chr_09	22476456	21.234
9	Chr_09	22665544	21.234
9	Chr_09	22987552	21.234
9	Chr_09	23018924	21.234
9	Chr_09	23041587	21.234
9	Chr_09	22610398	21.234
9	Chr_09	22471248	21.234
9	Chr_09	23046567	21.234
9	Chr_09	22986007	21.234
9	Chr_09	22146467	21.234
9	Chr_09	23013238	21.234
9	Chr_09	22826216	21.234
9	Chr_09	22268199	21.234
9	Chr_09	22493647	21.234
9	Chr_09	22667766	21.234
9	Chr_09	22492652	21.234
9	Chr_09	22405473	21.234
9	Chr_09	23012958	21.234
9	Chr_09	22628276	21.234
9	Chr_09	22115555	21.234
9	Chr_09	22642126	21.234
9	Chr_09	22396481	21.234
9	Chr_09	22442048	21.234
9	Chr_09	22176427	21.234
9	Chr_09	22642690	21.234
9	Chr_09	22626722	21.234
9	Chr_09	22401643	21.234
9	Chr_09	22988335	21.234
9	Chr_09	22181288	21.234
9	Chr_09	22176143	21.234
9	Chr_09	23061195	21.234
9	Chr_09	22477815	21.234
9	Chr_09	22574641	21.234
9	Chr_09	22985840	21.234
9	Chr_09	22347753	21.234
9	Chr_09	22388341	21.234
9	Chr_09	22574457	21.234
9	Chr_09	22975618	21.234
9	Chr_09	22583062	21.234
9	Chr_09	22347237	21.234
9	Chr_09	22426012	21.234
9	Chr_09	22407216	21.234
9	Chr_09	22350610	21.234
9	Chr_09	22181025	21.234
9	Chr_09	22378806	21.234
9	Chr_09	22425859	21.234
9	Chr_09	22483648	21.234
9	Chr_09	23040763	21.234
9	Chr_09	22470790	21.234
9	Chr_09	22665740	21.234
9	Chr_09	22742565	21.234
9	Chr_09	22895582	21.234
9	Chr_09	22426180	21.234
9	Chr_09	22239074	21.234
9	Chr_09	22198900	21.234
9	Chr_09	22731536	21.234
9	Chr_09	22114936	21.234
9	Chr_09	22152857	21.234
9	Chr_09	23042013	21.234
9	Chr_09	22401798	21.234
9	Chr_09	22068665	21.234
9	Chr_09	21995861	21.234
9	Chr_09	23095617	21.234
9	Chr_09	21956858	21.234
9	Chr_09	21956420	21.234
9	Chr_09	21956573	21.234
9	Chr_09	21967487	21.234
9	Chr_09	22024388	21.234
9	Chr_09	21966910	21.234
9	Chr_09	22032927	21.234
9	Chr_09	22114315	21.234
9	Chr_09	22033177	21.234
9	Chr_09	22004784	21.234
9	Chr_09	21666250	21.234
9	Chr_09	21603033	21.234
9	Chr_09	21593167	21.234
9	Chr_09	21545253	21.234
9	Chr_09	21525823	21.234
9	Chr_09	21530716	21.234
9	Chr_09	21540529	21.234
9	Chr_09	21486472	21.234
9	Chr_09	21507418	21.234
9	Chr_09	21484565	21.234
9	Chr_09	21489120	21.234
9	Chr_09	21485041	21.234
9	Chr_09	21484015	21.234
9	Chr_09	21504417	21.234
9	Chr_09	21489716	21.234
9	Chr_09	21489564	21.234
9	Chr_09	23574913	22.41
9	Chr_09	23466186	22.41
9	Chr_09	23436570	22.41
9	Chr_09	23534490	22.41
9	Chr_09	23591492	22.41
9	Chr_09	23591319	22.41
9	Chr_09	23465608	22.41
9	Chr_09	23579656	22.41
9	Chr_09	23588784	22.41
9	Chr_09	23574438	22.41
9	Chr_09	23571934	22.41
9	Chr_09	23574129	22.41
9	Chr_09	23436186	22.41
9	Chr_09	23590575	22.41
9	Chr_09	23457785	22.41
9	Chr_09	23579365	22.41
9	Chr_09	23579884	22.41
9	Chr_09	23451088	22.41
9	Chr_09	23373049	22.41
9	Chr_09	23301404	22.41
9	Chr_09	23300995	22.41
9	Chr_09	23355038	22.41
9	Chr_09	23376133	22.41
9	Chr_09	23371269	22.41
9	Chr_09	23639679	24.792
9	Chr_09	23829123	24.792
9	Chr_09	23634217	24.792
9	Chr_09	23642403	24.792
9	Chr_09	23642762	24.792
9	Chr_09	23666765	24.792
9	Chr_09	23632600	24.792
9	Chr_09	23800287	25.968
9	Chr_09	23921082	25.968
9	Chr_09	23790516	25.968
9	Chr_09	23722092	25.968
9	Chr_09	23772697	25.968
9	Chr_09	23723417	25.968
9	Chr_09	23796317	25.968
9	Chr_09	23904171	25.968
9	Chr_09	23890568	25.968
9	Chr_09	23662215	25.968
9	Chr_09	23897555	25.968
9	Chr_09	23870303	25.968
9	Chr_09	23892930	25.968
9	Chr_09	23770059	25.968
9	Chr_09	23641555	25.968
9	Chr_09	23902483	25.968
9	Chr_09	23662369	25.968
9	Chr_09	23865108	25.968
9	Chr_09	23895291	25.968
9	Chr_09	23870470	25.968
9	Chr_09	23744220	25.968
9	Chr_09	23828538	25.968
9	Chr_09	23847521	25.968
9	Chr_09	23772189	25.968
9	Chr_09	23898597	25.968
9	Chr_09	23817253	25.968
9	Chr_09	23894193	25.968
9	Chr_09	23723600	25.968
9	Chr_09	23900637	25.968
9	Chr_09	23895645	25.968
9	Chr_09	23897829	25.968
9	Chr_09	23649182	25.968
9	Chr_09	23873892	25.968
9	Chr_09	23800922	25.968
9	Chr_09	23893329	25.968
9	Chr_09	23880836	25.968
9	Chr_09	23903993	25.968
9	Chr_09	23664490	25.968
9	Chr_09	23817784	25.968
9	Chr_09	23649721	27.145
10	Chr_10	87835	0
10	Chr_10	176013	0
10	Chr_10	72140	0
10	Chr_10	97979	0
10	Chr_10	123510	0
10	Chr_10	174613	0
10	Chr_10	123703	0
10	Chr_10	161347	0
10	Chr_10	6014	0
10	Chr_10	123875	0
10	Chr_10	27920	0
10	Chr_10	98354	0
10	Chr_10	107119	0
10	Chr_10	26178	0
10	Chr_10	148083	0
10	Chr_10	141943	0
10	Chr_10	186257	0
10	Chr_10	160627	0
10	Chr_10	27419	0
10	Chr_10	295969	1.176
10	Chr_10	230237	1.176
10	Chr_10	435547	1.176
10	Chr_10	210566	1.176
10	Chr_10	449401	1.176
10	Chr_10	449153	1.176
10	Chr_10	351279	1.176
10	Chr_10	351715	1.176
10	Chr_10	529109	1.176
10	Chr_10	445440	1.176
10	Chr_10	351496	1.176
10	Chr_10	229802	1.176
10	Chr_10	387942	1.176
10	Chr_10	330486	1.176
10	Chr_10	352722	1.176
10	Chr_10	529604	1.176
10	Chr_10	295509	1.176
10	Chr_10	330762	1.176
10	Chr_10	374174	1.176
10	Chr_10	375829	1.176
10	Chr_10	373595	1.176
10	Chr_10	373970	1.176
10	Chr_10	543595	1.176
10	Chr_10	543781	1.176
10	Chr_10	210004	1.176
10	Chr_10	314215	1.176
10	Chr_10	630679	2.35299999999999
10	Chr_10	630842	2.35299999999999
10	Chr_10	564662	2.35299999999999
10	Chr_10	620596	2.35299999999999
10	Chr_10	581495	2.35299999999999
10	Chr_10	585639	2.35299999999999
10	Chr_10	553414	2.35299999999999
10	Chr_10	564930	2.35299999999999
10	Chr_10	607320	2.35299999999999
10	Chr_10	565349	2.35299999999999
10	Chr_10	559108	2.35299999999999
10	Chr_10	558516	2.35299999999999
10	Chr_10	631543	2.35299999999999
10	Chr_10	584733	2.35299999999999
10	Chr_10	614638	2.35299999999999
10	Chr_10	668494	3.529
10	Chr_10	891641	4.706
10	Chr_10	866540	4.706
10	Chr_10	743682	4.706
10	Chr_10	848187	4.706
10	Chr_10	896354	4.706
10	Chr_10	953755	4.706
10	Chr_10	848026	4.706
10	Chr_10	948473	4.706
10	Chr_10	730022	4.706
10	Chr_10	743406	4.706
10	Chr_10	948689	4.706
10	Chr_10	960661	4.706
10	Chr_10	891813	4.706
10	Chr_10	965365	5.882
10	Chr_10	983383	7.059
10	Chr_10	975094	7.059
10	Chr_10	1001761	7.059
10	Chr_10	983219	7.059
10	Chr_10	1285538	8.235
10	Chr_10	1204971	8.235
10	Chr_10	1225413	8.235
10	Chr_10	1222859	8.235
10	Chr_10	1205292	8.235
10	Chr_10	1226160	8.235
10	Chr_10	1205124	8.235
10	Chr_10	1219000	8.235
10	Chr_10	1227425	8.235
10	Chr_10	1217318	8.235
10	Chr_10	1250968	8.235
10	Chr_10	1226333	8.235
10	Chr_10	1201598	8.235
10	Chr_10	1205442	8.235
10	Chr_10	1304514	9.412
10	Chr_10	1319639	9.412
